,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds.1,TD.1,College/Univ,PFR_URL,Height,Weight
166,2014,2,45,Paul Richardson,WR,22.0,SEA,2014.0,2019.0,0,0,2,12.0,62.0,29.0,4.0,14.0,0.0,138.0,1761.0,12.0,Colorado,http://www.pro-football-reference.com/players/R/RichPa01.htm,72,180
167,2014,2,53,Davante Adams,WR,21.0,GNB,2014.0,2019.0,0,2,6,34.0,78.0,71.0,,,,373.0,4575.0,39.0,Fresno St.,http://www.pro-football-reference.com/players/A/AdamDa01.htm,73,215
168,2014,2,56,Cody Latimer,WR,21.0,DEN,2014.0,2019.0,0,0,1,4.0,58.0,12.0,2.0,1.0,0.0,58.0,800.0,4.0,Indiana,http://www.pro-football-reference.com/players/L/LatiCo00.htm,74,215
169,2014,2,61,Allen Robinson,WR,21.0,JAX,2014.0,2019.0,0,1,5,26.0,63.0,59.0,1.0,9.0,0.0,303.0,4128.0,29.0,Penn St.,http://www.pro-football-reference.com/players/R/RobiAl02.htm,74,220
170,2014,2,63,Jarvis Landry,WR,21.0,MIA,2014.0,2019.0,0,4,6,36.0,87.0,78.0,30.0,189.0,2.0,511.0,5518.0,26.0,LSU,http://www.pro-football-reference.com/players/L/LandJa00.htm,71,196
171,2014,3,86,Josh Huff,WR,22.0,PHI,2014.0,2016.0,0,0,0,6.0,37.0,6.0,5.0,22.0,0.0,51.0,523.0,4.0,Oregon,http://www.pro-football-reference.com/players/H/HuffJo00.htm,71,206
172,2014,3,90,Donte Moncrief,WR,21.0,IND,2014.0,2019.0,0,0,3,18.0,74.0,43.0,5.0,16.0,0.0,204.0,2561.0,21.0,Mississippi,http://www.pro-football-reference.com/players/M/MoncDo00.htm,74,216
173,2014,3,91,John Brown,WR,24.0,ARI,2014.0,2019.0,0,0,3,25.0,79.0,49.0,12.0,44.0,0.0,253.0,3757.0,24.0,Pittsburg St.,http://www.pro-football-reference.com/players/B/BrowJo02.htm,71,178
174,2014,3,97,Dri Archer,WR,23.0,PIT,2014.0,2015.0,0,0,0,0.0,20.0,0.0,10.0,40.0,0.0,7.0,23.0,0.0,Kent St.,http://www.pro-football-reference.com/players/A/ArchDr00.htm,68,173
175,2014,4,104,Jalen Saunders,WR,21.0,NYJ,2014.0,2014.0,0,0,0,0.0,15.0,0.0,,,,1.0,7.0,0.0,Oklahoma,http://www.pro-football-reference.com/players/S/SaunJa00.htm,69,165
177,2014,4,115,Shaquelle Evans,WR,23.0,NYJ,2014.0,2014.0,0,0,0,0.0,0.0,,,,,,,,UCLA,http://www.pro-football-reference.com/players/E/EvanSh00.htm,73,213
179,2014,4,123,Kevin Norwood,WR,24.0,SEA,2014.0,2015.0,0,0,0,1.0,10.0,2.0,,,,9.0,102.0,0.0,Alabama,http://www.pro-football-reference.com/players/N/NorwKe00.htm,74,198
180,2014,5,142,Ryan Grant,WR,23.0,WAS,2014.0,2019.0,0,0,1,10.0,80.0,26.0,,,,123.0,1333.0,7.0,Tulane,http://www.pro-football-reference.com/players/G/GranRy01.htm,72,195
181,2014,5,146,Devin Street,WR,23.0,DAL,2014.0,2016.0,0,0,0,1.0,35.0,2.0,,,,10.0,152.0,1.0,Pittsburgh,http://www.pro-football-reference.com/players/S/StreDe00.htm,75,200
182,2014,5,176,Jared Abbrederis,WR,23.0,GNB,2014.0,2017.0,0,0,0,1.0,21.0,0.0,,,,13.0,163.0,0.0,Wisconsin,http://www.pro-football-reference.com/players/A/AbbrJa00.htm,73,195
183,2014,6,185,Robert Herron,WR,22.0,TAM,2014.0,2014.0,0,0,0,0.0,8.0,0.0,1.0,0.0,0.0,6.0,58.0,1.0,Wyoming,http://www.pro-football-reference.com/players/H/HerrRo00.htm,69,193
184,2014,6,189,T.J. Jones,WR,22.0,DET,2014.0,2019.0,0,0,0,6.0,45.0,9.0,1.0,-3.0,0.0,67.0,852.0,5.0,Notre Dame,http://www.pro-football-reference.com/players/J/JoneT.00.htm,72,190
185,2014,6,190,Matt Hazel,WR,22.0,MIA,2014.0,2017.0,0,0,0,0.0,9.0,1.0,,,,1.0,1.0,0.0,Coastal Carolina,http://www.pro-football-reference.com/players/H/HazeMa01.htm,73,195
186,2014,6,196,Walt Powell,WR,22.0,ARI,2014.0,2016.0,0,0,0,1.0,15.0,2.0,,,,14.0,142.0,0.0,Murray St.,http://www.pro-football-reference.com/players/P/PoweWa00.htm,71,189
187,2014,6,209,Quincy Enunwa,WR,22.0,NYJ,2014.0,2019.0,0,0,2,13.0,41.0,30.0,2.0,12.0,0.0,119.0,1617.0,5.0,Nebraska,http://www.pro-football-reference.com/players/E/EnunQu00.htm,74,225
188,2014,7,218,Michael Campanaro,WR,23.0,BAL,2014.0,2017.0,0,0,0,4.0,24.0,0.0,10.0,131.0,1.0,31.0,310.0,2.0,Wake Forest,http://www.pro-football-reference.com/players/C/CampMi02.htm,69,191
189,2014,7,236,Jeff Janis,WR,23.0,GNB,2014.0,2017.0,0,0,0,2.0,51.0,1.0,2.0,38.0,1.0,17.0,200.0,1.0,Saginaw Valley St.,http://www.pro-football-reference.com/players/J/JaniJe00.htm,75,219
190,2014,7,239,James Wright,WR,22.0,CIN,2014.0,2016.0,0,0,0,2.0,24.0,2.0,5.0,24.0,0.0,18.0,197.0,0.0,LSU,http://www.pro-football-reference.com/players/W/WrigJa03.htm,73,203
191,2014,7,240,Tevin Reese,WR,23.0,SDG,2014.0,2014.0,0,0,0,0.0,0.0,,,,,,,,Baylor,http://www.pro-football-reference.com/players/R/ReesTe00.htm,71,163
193,2013,1,8,Tavon Austin,WR,23.0,STL,2013.0,2019.0,0,0,4,24.0,87.0,50.0,193.0,1330.0,10.0,210.0,1919.0,14.0,West Virginia,http://www.pro-football-reference.com/players/A/AustTa00.htm,68,179
194,2013,1,27,DeAndre Hopkins,WR,21.0,HOU,2013.0,2019.0,2,3,7,51.0,103.0,103.0,1.0,-7.0,0.0,588.0,8054.0,50.0,Clemson,http://www.pro-football-reference.com/players/H/HopkDe00.htm,73,212
195,2013,1,29,Cordarrelle Patterson,WR,22.0,MIN,2013.0,2019.0,2,2,1,25.0,102.0,32.0,98.0,760.0,7.0,191.0,1906.0,10.0,Tennessee,http://www.pro-football-reference.com/players/P/PattCo00.htm,74,238
197,2013,2,41,Robert Woods,WR,21.0,BUF,2013.0,2019.0,0,0,7,38.0,93.0,83.0,37.0,262.0,2.0,383.0,4922.0,23.0,USC,http://www.pro-football-reference.com/players/W/WoodRo02.htm,72,195
198,2013,2,59,Aaron Dobson,WR,22.0,NWE,2013.0,2015.0,0,0,1,6.0,24.0,13.0,,,,53.0,698.0,4.0,Marshall,http://www.pro-football-reference.com/players/D/DobsAa00.htm,75,210
200,2013,3,76,Keenan Allen,WR,21.0,SDG,2013.0,2019.0,0,2,6,42.0,78.0,74.0,12.0,87.0,0.0,471.0,5823.0,31.0,California,http://www.pro-football-reference.com/players/A/AlleKe00.htm,74,211
201,2013,3,78,Marquise Goodwin,WR,22.0,BUF,2013.0,2019.0,0,0,4,16.0,72.0,40.0,15.0,89.0,0.0,139.0,2318.0,13.0,Texas,http://www.pro-football-reference.com/players/G/GoodMa00.htm,69,180
203,2013,3,92,Stedman Bailey,WR,22.0,STL,2013.0,2015.0,0,0,0,7.0,38.0,8.0,3.0,46.0,1.0,59.0,843.0,2.0,West Virginia,http://www.pro-football-reference.com/players/B/BailSt01.htm,70,193
204,2013,4,101,Ace Sanders,WR,21.0,JAX,2013.0,2014.0,0,0,0,3.0,27.0,4.0,2.0,4.0,0.0,57.0,539.0,1.0,South Carolina,http://www.pro-football-reference.com/players/S/SandAc00.htm,67,173
205,2013,4,102,Josh Boyce,WR,22.0,NWE,2013.0,2014.0,0,0,0,1.0,10.0,3.0,,,,9.0,121.0,0.0,TCU,http://www.pro-football-reference.com/players/B/BoycJo00.htm,71,206
206,2013,4,123,Chris Harper,WR,23.0,SEA,2013.0,2014.0,0,0,0,0.0,4.0,0.0,,,,,,,Kansas St.,http://www.pro-football-reference.com/players/H/HarpCh00.htm,73,229
207,2013,4,128,Quinton Patton,WR,23.0,SFO,2013.0,2016.0,0,0,1,7.0,40.0,18.0,3.0,51.0,0.0,73.0,880.0,1.0,Louisiana Tech,http://www.pro-football-reference.com/players/P/PattQu00.htm,72,204
208,2013,5,135,Denard Robinson,WR,22.0,JAX,2013.0,2016.0,0,0,1,8.0,55.0,13.0,263.0,1058.0,5.0,47.0,310.0,0.0,Michigan,http://www.pro-football-reference.com/players/R/RobiDe00.htm,71,199
209,2013,5,144,Kenny Stills,WR,21.0,NOR,2013.0,2019.0,0,0,5,30.0,100.0,73.0,4.0,8.0,0.0,277.0,4453.0,33.0,Oklahoma,http://www.pro-football-reference.com/players/S/StilKe00.htm,73,202
210,2013,5,161,Tavarres King,WR,23.0,DEN,2014.0,2017.0,0,0,0,2.0,17.0,3.0,2.0,3.0,0.0,22.0,303.0,3.0,Georgia,http://www.pro-football-reference.com/players/K/KingTa00.htm,73,192
211,2013,6,171,Corey Fuller,WR,23.0,DET,2014.0,2015.0,0,0,0,3.0,28.0,2.0,,,,18.0,288.0,1.0,Virginia Tech,http://www.pro-football-reference.com/players/F/FullCo00.htm,74,204
213,2013,6,186,Justin Brown,WR,22.0,PIT,2014.0,2014.0,0,0,0,1.0,8.0,1.0,,,,12.0,94.0,0.0,Oklahoma,http://www.pro-football-reference.com/players/B/BrowJu00.htm,75,207
214,2013,6,195,Alan Bonner,WR,22.0,HOU,2014.0,2014.0,0,0,0,0.0,0.0,,,,,,,,Jacksonville St.,http://www.pro-football-reference.com/players/B/BonnAl00.htm,70,191
215,2013,6,197,Cobi Hamilton,WR,22.0,CIN,2014.0,2017.0,0,0,1,2.0,14.0,10.0,,,,18.0,242.0,2.0,Arkansas,http://www.pro-football-reference.com/players/H/HamiCo00.htm,74,201
217,2013,7,216,Charles Johnson,WR,24.0,GNB,2014.0,2016.0,0,0,0,7.0,39.0,17.0,1.0,-11.0,0.0,60.0,834.0,2.0,Grand Valley St.,http://www.pro-football-reference.com/players/J/JohnCh08.htm,74,215
219,2013,7,236,Marquess Wilson,WR,20.0,CHI,2013.0,2016.0,0,0,0,6.0,31.0,14.0,,,,56.0,777.0,3.0,Washington St.,http://www.pro-football-reference.com/players/W/WilsMa02.htm,76,206
221,2012,1,5,Justin Blackmon,WR,22.0,JAX,2012.0,2014.0,0,0,1,9.0,20.0,18.0,3.0,22.0,0.0,93.0,1280.0,6.0,Oklahoma St.,http://www.pro-football-reference.com/players/B/BlacJu00.htm,73,210
223,2012,1,20,Kendall Wright,WR,22.0,TEN,2012.0,2017.0,0,0,3,28.0,82.0,45.0,11.0,90.0,0.0,339.0,3858.0,19.0,Baylor,http://www.pro-football-reference.com/players/W/WrigKe01.htm,70,185
224,2012,1,30,A.J. Jenkins,WR,22.0,SFO,2012.0,2014.0,0,0,0,2.0,28.0,3.0,4.0,4.0,0.0,17.0,223.0,0.0,Illinois,http://www.pro-football-reference.com/players/J/JenkA.00.htm,72,192
226,2012,2,43,Stephen Hill,WR,21.0,NYJ,2012.0,2014.0,0,0,2,4.0,23.0,19.0,,,,45.0,594.0,4.0,Georgia Tech,http://www.pro-football-reference.com/players/H/HillSt00.htm,76,215
227,2012,2,45,Alshon Jeffery,WR,22.0,CHI,2012.0,2019.0,0,1,7,46.0,99.0,92.0,23.0,140.0,1.0,456.0,6498.0,44.0,South Carolina,http://www.pro-football-reference.com/players/J/JeffAl00.htm,75,218
228,2012,2,54,Ryan Broyles,WR,24.0,DET,2012.0,2014.0,0,0,0,3.0,21.0,6.0,,,,32.0,420.0,2.0,Oklahoma,http://www.pro-football-reference.com/players/B/BroyRy00.htm,70,192
229,2012,2,63,Rueben Randle,WR,21.0,NYG,2012.0,2015.0,0,0,2,21.0,64.0,33.0,,,,188.0,2644.0,20.0,LSU,http://www.pro-football-reference.com/players/R/RandRu00.htm,74,208
230,2012,3,68,DeVier Posey,WR,22.0,HOU,2012.0,2014.0,0,0,0,2.0,26.0,1.0,1.0,-3.0,0.0,22.0,272.0,0.0,Ohio St.,http://www.pro-football-reference.com/players/P/PoseDe00.htm,73,214
231,2012,3,69,T.J. Graham,WR,23.0,BUF,2012.0,2015.0,0,0,1,7.0,47.0,18.0,5.0,19.0,0.0,61.0,794.0,4.0,North Carolina St.,http://www.pro-football-reference.com/players/G/GrahT.00.htm,74,210
232,2012,3,83,Mohamed Sanu,WR,23.0,CIN,2012.0,2019.0,0,0,6,35.0,111.0,86.0,40.0,215.0,2.0,379.0,4323.0,25.0,Rutgers,http://www.pro-football-reference.com/players/S/SanuMo00.htm,74,215
233,2012,3,92,T.Y. Hilton,WR,22.0,IND,2012.0,2019.0,0,4,7,63.0,114.0,93.0,9.0,55.0,0.0,539.0,8457.0,45.0,Florida International,http://www.pro-football-reference.com/players/H/HiltT.00.htm,70,183
234,2012,4,96,Chris Givens,WR,22.0,STL,2012.0,2015.0,0,0,2,12.0,60.0,31.0,11.0,42.0,0.0,107.0,1779.0,5.0,Wake Forest,http://www.pro-football-reference.com/players/G/GiveCh00.htm,71,198
235,2012,4,100,Travis Benjamin,WR,22.0,CLE,2012.0,2019.0,0,0,2,25.0,101.0,37.0,36.0,268.0,0.0,208.0,3143.0,19.0,Miami (FL),http://www.pro-football-reference.com/players/B/BenjTr00.htm,70,175
236,2012,4,104,Joe Adams,WR,22.0,CAR,2012.0,2012.0,0,0,0,0.0,9.0,0.0,3.0,13.0,0.0,1.0,7.0,0.0,Arkansas,http://www.pro-football-reference.com/players/A/AdamJo01.htm,71,177
237,2012,4,107,Devon Wylie,WR,24.0,KAN,2012.0,2014.0,0,0,0,0.0,8.0,1.0,,,,6.0,53.0,0.0,Fresno St.,http://www.pro-football-reference.com/players/W/WyliDe00.htm,69,187
238,2012,4,118,Jarius Wright,WR,22.0,MIN,2012.0,2019.0,0,0,0,21.0,102.0,24.0,10.0,150.0,0.0,210.0,2636.0,11.0,Arkansas,http://www.pro-football-reference.com/players/W/WrigJa02.htm,70,190
239,2012,4,121,Keshawn Martin,WR,22.0,HOU,2012.0,2016.0,0,0,1,7.0,58.0,10.0,5.0,59.0,0.0,62.0,685.0,5.0,Michigan St.,http://www.pro-football-reference.com/players/M/MartKe01.htm,70,190
240,2012,4,122,Nick Toon,WR,23.0,NOR,2012.0,2015.0,0,0,0,3.0,17.0,5.0,1.0,4.0,0.0,21.0,283.0,1.0,Wisconsin,http://www.pro-football-reference.com/players/T/ToonNi00.htm,74,215
241,2012,4,134,Greg Childs,WR,22.0,MIN,2012.0,2012.0,0,0,0,0.0,,,,,,,,,Arkansas,http://www.pro-football-reference.com/players/C/ChilGr00.htm,75,219
242,2012,5,152,Danny Coale,WR,24.0,DAL,2012.0,2012.0,0,0,0,0.0,,,,,,,,,Virginia Tech,http://www.pro-football-reference.com/players/C/CoalDa00.htm,72,201
243,2012,5,166,Marvin Jones,WR,22.0,CIN,2012.0,2019.0,0,0,5,35.0,90.0,67.0,18.0,152.0,0.0,319.0,4677.0,38.0,California,http://www.pro-football-reference.com/players/J/JoneMa02.htm,74,199
244,2012,5,168,Juron Criner,WR,22.0,OAK,2012.0,2014.0,0,0,0,1.0,13.0,0.0,,,,19.0,183.0,1.0,Arizona,http://www.pro-football-reference.com/players/C/CrinJu00.htm,75,224
245,2012,6,183,B.J. Cunningham,WR,23.0,MIA,2012.0,2014.0,0,0,0,0.0,2.0,0.0,,,,,,,Michigan St.,http://www.pro-football-reference.com/players/C/CunnB.00.htm,73,211
246,2012,6,194,Marvin McNutt,WR,23.0,PHI,2012.0,2014.0,0,0,0,0.0,5.0,0.0,,,,,,,Iowa,http://www.pro-football-reference.com/players/M/McNuMa00.htm,76,216
247,2012,6,198,Tommy Streeter,WR,22.0,BAL,2012.0,2014.0,0,0,0,0.0,2.0,0.0,,,,,,,Miami (FL),http://www.pro-football-reference.com/players/S/StreTo00.htm,77,219
248,2012,6,206,LaVon Brazill,WR,23.0,IND,2012.0,2013.0,0,0,0,3.0,25.0,0.0,,,,23.0,347.0,3.0,Ohio,http://www.pro-football-reference.com/players/B/BrazLa00.htm,71,192
250,2012,7,231,Toney Clemons,WR,23.0,PIT,2012.0,2012.0,0,0,0,0.0,4.0,0.0,,,,3.0,41.0,0.0,Colorado,http://www.pro-football-reference.com/players/C/ClemTo00.htm,74,210
251,2012,7,235,Jeremy Ebert,WR,23.0,NWE,2012.0,2013.0,0,0,0,0.0,5.0,0.0,,,,3.0,18.0,0.0,Northwestern,http://www.pro-football-reference.com/players/E/EberJe00.htm,71,200
252,2012,7,238,Junior Hemingway,WR,23.0,KAN,2012.0,2014.0,0,0,0,2.0,31.0,3.0,,,,25.0,233.0,2.0,Michigan,http://www.pro-football-reference.com/players/H/HemiJu00.htm,73,225
253,2012,7,244,Jordan White,WR,24.0,NYJ,2012.0,2012.0,0,0,0,0.0,3.0,0.0,,,,1.0,13.0,0.0,West. Michigan,http://www.pro-football-reference.com/players/W/WhitJo02.htm,72,208
255,2011,1,6,Julio Jones,WR,22.0,ATL,2011.0,2019.0,2,6,8,87.0,119.0,118.0,18.0,122.0,0.0,748.0,11443.0,55.0,Alabama,http://www.pro-football-reference.com/players/J/JoneJu02.htm,75,220
256,2011,1,26,Jonathan Baldwin,WR,22.0,KAN,2011.0,2013.0,0,0,0,4.0,33.0,11.0,,,,44.0,607.0,2.0,Pittsburgh,http://www.pro-football-reference.com/players/B/BaldJo00.htm,76,225
257,2011,2,44,Titus Young,WR,22.0,DET,2011.0,2012.0,0,0,2,8.0,26.0,17.0,4.0,31.0,0.0,81.0,990.0,10.0,Boise St.,http://www.pro-football-reference.com/players/Y/YounTi00.htm,71,175
259,2011,2,59,Greg Little,WR,22.0,CLE,2011.0,2014.0,0,0,3,13.0,54.0,42.0,5.0,30.0,0.0,161.0,1890.0,8.0,North Carolina,http://www.pro-football-reference.com/players/L/LittGr00.htm,74,220
260,2011,2,64,Randall Cobb,WR,21.0,GNB,2011.0,2019.0,0,1,4,54.0,111.0,76.0,61.0,363.0,0.0,489.0,5763.0,42.0,Kentucky,http://www.pro-football-reference.com/players/C/CobbRa00.htm,70,192
261,2011,3,78,Austin Pettis,WR,23.0,STL,2011.0,2014.0,0,0,0,8.0,51.0,11.0,1.0,-6.0,0.0,107.0,1034.0,9.0,Boise St.,http://www.pro-football-reference.com/players/P/PettAu00.htm,74,205
262,2011,3,79,Leonard Hankerson,WR,23.0,WAS,2011.0,2015.0,0,0,0,12.0,41.0,14.0,2.0,5.0,0.0,107.0,1408.0,9.0,Miami (FL),http://www.pro-football-reference.com/players/H/HankLe00.htm,73,205
263,2011,3,82,Vincent Brown,WR,22.0,SDG,2011.0,2015.0,0,0,1,9.0,38.0,16.0,,,,73.0,941.0,3.0,San Diego St.,http://www.pro-football-reference.com/players/B/BrowVi00.htm,71,184
264,2011,3,83,Jerrel Jernigan,WR,22.0,NYG,2011.0,2014.0,0,0,0,2.0,34.0,4.0,4.0,61.0,1.0,38.0,391.0,2.0,Troy,http://www.pro-football-reference.com/players/J/JernJe00.htm,69,181
265,2011,4,107,Kris Durham,WR,23.0,SEA,2011.0,2014.0,0,0,1,5.0,27.0,16.0,,,,55.0,699.0,3.0,Georgia,http://www.pro-football-reference.com/players/D/DurhKr00.htm,77,215
266,2011,4,111,Clyde Gates,WR,25.0,MIA,2011.0,2013.0,0,0,0,3.0,32.0,4.0,2.0,16.0,0.0,30.0,365.0,0.0,Abilene Christian,http://www.pro-football-reference.com/players/G/GateCl00.htm,71,189
267,2011,4,112,Greg Salas,WR,23.0,STL,2011.0,2016.0,0,0,0,4.0,29.0,3.0,2.0,28.0,1.0,50.0,704.0,1.0,Hawaii,http://www.pro-football-reference.com/players/S/SalaGr00.htm,73,206
268,2011,4,114,Cecil Shorts,WR,23.0,JAX,2011.0,2016.0,0,0,3,19.0,70.0,43.0,11.0,43.0,0.0,229.0,2979.0,14.0,Mount Union,http://www.pro-football-reference.com/players/S/ShorCe00.htm,72,200
269,2011,4,123,Tandon Doss,WR,21.0,BAL,2011.0,2014.0,0,0,0,4.0,35.0,2.0,,,,26.0,428.0,1.0,Indiana,http://www.pro-football-reference.com/players/D/DossTa00.htm,74,201
270,2011,5,132,Kealoha Pilares,WR,23.0,CAR,2011.0,2012.0,0,0,0,1.0,20.0,0.0,1.0,17.0,0.0,2.0,42.0,1.0,Hawaii,http://www.pro-football-reference.com/players/P/PilaKe00.htm,70,213
271,2011,5,148,Denarius Moore,WR,22.0,OAK,2011.0,2015.0,0,0,3,15.0,56.0,37.0,7.0,57.0,1.0,142.0,2169.0,17.0,Tennessee,http://www.pro-football-reference.com/players/M/MoorDe02.htm,72,195
274,2011,6,167,Ryan Whalen,WR,22.0,CIN,2011.0,2013.0,0,0,0,0.0,17.0,0.0,,,,11.0,80.0,0.0,Stanford,http://www.pro-football-reference.com/players/W/WhalRy00.htm,73,204
275,2011,6,176,Dwayne Harris,WR,23.0,DAL,2011.0,2019.0,0,1,0,12.0,106.0,12.0,9.0,37.0,0.0,77.0,874.0,8.0,East Carolina,http://www.pro-football-reference.com/players/H/HarrDw00.htm,70,215
277,2011,6,182,Ronald Johnson,WR,23.0,SFO,2012.0,2012.0,0,0,0,0.0,,,,,,,,,USC,http://www.pro-football-reference.com/players/J/JohnRo05.htm,71,199
279,2011,7,236,Stephen Burton,WR,21.0,MIN,2011.0,2013.0,0,0,0,0.0,19.0,3.0,1.0,-9.0,0.0,15.0,149.0,1.0,Long Beach CC,http://www.pro-football-reference.com/players/B/BurtSt00.htm,74,221
280,2011,7,241,David Ausberry,WR,23.0,OAK,2011.0,2014.0,0,0,0,1.0,34.0,0.0,1.0,-2.0,0.0,11.0,120.0,0.0,USC,http://www.pro-football-reference.com/players/A/AusbDa00.htm,75,235
281,2011,7,249,DeMarco Sampson,WR,25.0,ARI,2011.0,2011.0,0,0,0,0.0,12.0,0.0,,,,3.0,36.0,0.0,San Diego St.,http://www.pro-football-reference.com/players/S/SampDe00.htm,74,201
282,2010,1,22,Demaryius Thomas,WR,22.0,DEN,2010.0,2019.0,0,4,8,67.0,137.0,122.0,3.0,6.0,0.0,705.0,9543.0,62.0,Georgia Tech,http://www.pro-football-reference.com/players/T/ThomDe03.htm,75,225
283,2010,1,24,Dez Bryant,WR,21.0,DAL,2010.0,2017.0,1,3,7,61.0,113.0,99.0,6.0,-3.0,0.0,531.0,7459.0,73.0,Oklahoma St.,http://www.pro-football-reference.com/players/B/BryaDe01.htm,74,220
284,2010,2,36,Dexter McCluster,WR,21.0,KAN,2010.0,2016.0,0,1,0,21.0,89.0,27.0,250.0,1042.0,2.0,236.0,1993.0,7.0,Mississippi,http://www.pro-football-reference.com/players/M/McClDe00.htm,69,165
285,2010,2,39,Arrelious Benn,WR,21.0,TAM,2010.0,2017.0,0,0,2,8.0,61.0,24.0,15.0,44.0,0.0,65.0,990.0,6.0,Illinois,http://www.pro-football-reference.com/players/B/BennAr00.htm,74,225
286,2010,2,60,Golden Tate,WR,22.0,SEA,2010.0,2019.0,0,1,7,53.0,141.0,105.0,43.0,200.0,0.0,634.0,7494.0,39.0,Notre Dame,http://www.pro-football-reference.com/players/T/TateGo00.htm,70,197
287,2010,3,77,Damian Williams,WR,22.0,TEN,2010.0,2014.0,0,0,1,9.0,57.0,17.0,1.0,5.0,0.0,107.0,1327.0,5.0,USC,http://www.pro-football-reference.com/players/W/WillDa04.htm,73,190
289,2010,3,82,Emmanuel Sanders,WR,23.0,PIT,2010.0,2019.0,0,2,7,50.0,135.0,96.0,18.0,159.0,1.0,569.0,7416.0,40.0,SMU,http://www.pro-football-reference.com/players/S/SandEm00.htm,71,180
290,2010,3,84,Jordan Shipley,WR,24.0,CIN,2010.0,2012.0,0,0,0,7.0,24.0,6.0,,,,79.0,858.0,4.0,Texas,http://www.pro-football-reference.com/players/S/ShipJo00.htm,71,190
291,2010,3,87,Eric Decker,WR,23.0,DEN,2010.0,2017.0,0,0,6,46.0,111.0,83.0,1.0,1.0,0.0,439.0,5816.0,53.0,Minnesota,http://www.pro-football-reference.com/players/D/DeckEr00.htm,75,214
292,2010,3,88,Andre Roberts,WR,22.0,ARI,2010.0,2019.0,1,1,2,23.0,140.0,41.0,12.0,104.0,0.0,255.0,2996.0,15.0,The Citadel,http://www.pro-football-reference.com/players/R/RobeAn00.htm,71,195
293,2010,3,89,Armanti Edwards,WR,22.0,CAR,2010.0,2013.0,0,0,0,1.0,41.0,0.0,3.0,12.0,0.0,6.0,131.0,0.0,Appalachian St.,http://www.pro-football-reference.com/players/E/EdwaAr00.htm,71,191
294,2010,3,90,Taylor Price,WR,22.0,NWE,2010.0,2012.0,0,0,0,1.0,6.0,0.0,,,,5.0,80.0,0.0,Ohio,http://www.pro-football-reference.com/players/P/PricTa00.htm,72,204
295,2010,4,99,Mardy Gilyard,WR,23.0,STL,2010.0,2012.0,0,0,0,1.0,19.0,2.0,,,,8.0,78.0,0.0,Cincinnati,http://www.pro-football-reference.com/players/G/GilyMa00.htm,72,187
296,2010,4,101,Mike Williams,WR,23.0,TAM,2010.0,2014.0,0,0,3,25.0,63.0,52.0,1.0,3.0,0.0,223.0,3089.0,26.0,Syracuse,http://www.pro-football-reference.com/players/W/WillMi04.htm,74,204
297,2010,4,107,Marcus Easley,WR,22.0,BUF,2012.0,2015.0,0,0,0,1.0,42.0,0.0,,,,3.0,71.0,1.0,Connecticut,http://www.pro-football-reference.com/players/E/EaslMa00.htm,74,225
298,2010,4,108,Jacoby Ford,WR,23.0,OAK,2010.0,2013.0,0,0,1,12.0,38.0,13.0,19.0,201.0,2.0,57.0,848.0,3.0,Clemson,http://www.pro-football-reference.com/players/F/FordJa01.htm,69,181
299,2010,5,156,David Reed,WR,23.0,BAL,2010.0,2013.0,0,0,0,2.0,36.0,0.0,2.0,31.0,0.0,6.0,68.0,0.0,Utah,http://www.pro-football-reference.com/players/R/ReedDa00.htm,72,188
300,2010,5,159,Riley Cooper,WR,22.0,PHI,2010.0,2015.0,0,0,3,18.0,88.0,54.0,0.0,18.0,0.0,169.0,2418.0,18.0,Florida,http://www.pro-football-reference.com/players/C/CoopRi00.htm,75,214
301,2010,5,165,Kerry Meier,WR,23.0,ATL,2011.0,2012.0,0,0,0,0.0,12.0,0.0,,,,,,,Kansas,http://www.pro-football-reference.com/players/M/MeieKe00.htm,74,219
302,2010,6,177,Carlton Mitchell,WR,22.0,CLE,2010.0,2011.0,0,0,0,0.0,16.0,0.0,1.0,9.0,0.0,3.0,31.0,0.0,South Florida,http://www.pro-football-reference.com/players/M/MitcCa00.htm,76,212
303,2010,6,191,Dezmon Briscoe,WR,21.0,CIN,2010.0,2012.0,0,0,0,4.0,25.0,2.0,1.0,1.0,0.0,43.0,502.0,7.0,Kansas,http://www.pro-football-reference.com/players/B/BrisDe00.htm,75,200
304,2010,6,195,Antonio Brown,WR,22.0,PIT,2010.0,2019.0,4,7,7,87.0,131.0,103.0,32.0,124.0,0.0,841.0,11263.0,75.0,Central Michigan,http://www.pro-football-reference.com/players/B/BrowAn04.htm,70,185
305,2010,6,197,Trindon Holliday,WR,24.0,HOU,2011.0,2014.0,0,0,0,4.0,33.0,0.0,1.0,7.0,0.0,2.0,17.0,0.0,LSU,http://www.pro-football-reference.com/players/H/HollTr00.htm,65,162
306,2010,6,198,David Gettis,WR,23.0,CAR,2010.0,2012.0,0,0,1,3.0,17.0,13.0,3.0,2.0,0.0,37.0,508.0,3.0,Baylor,http://www.pro-football-reference.com/players/G/GettDa00.htm,75,217
